chat_id,incident_id,customer_message,agent_response,timestamp,sentiment
CHAT00242,INC00043,,I can help you with that. Let's troubleshoot Cannot view PDF Bill (White Screen). together.,2024-09-12T00:02:00,neutral
CHAT00243,INC00043,"Okay, what should I do?",,2024-09-12T00:05:00,neutral
CHAT00244,INC00043,,Let's try the following steps: Disable Ad-blocker; Try My Verizon App instead of Desktop.,2024-09-12T00:10:00,neutral
CHAT00245,INC00043,That worked! Thank you!,,2024-09-14T08:56:00,satisfied
CHAT00246,INC00043,,I'm glad we could resolve this for you. Have a great day!,2024-09-14T09:01:00,positive
CHAT00247,INC00044,Can you help me? Missing $800 Trade-in Credit (iPhone 15). on my iPhone 15).,,2024-11-25T00:00:00,neutral
CHAT00248,INC00044,,I'm sorry to hear you're having this issue. I'll assist you in resolving Missing $800 Trade-in Credit (iPhone 15)..,2024-11-25T00:02:00,neutral
CHAT00249,INC00044,"Okay, what should I do?",,2024-11-25T00:05:00,neutral
CHAT00250,INC00044,,I've identified the issue. The solution is: File PCA (Promo Correction); Provide Submission ID.,2024-11-25T00:10:00,neutral
CHAT00251,INC00044,Thanks for your help!,,2024-11-27T17:33:00,satisfied
CHAT00252,INC00044,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-11-27T17:38:00,positive
CHAT00253,INC00045,Can you help me? Missing $1000 Trade-in Credit (Galaxy S24). on my device,,2024-03-14T00:00:00,neutral
CHAT00254,INC00045,,Thank you for reaching out. I see you're experiencing Missing $1000 Trade-in Credit (Galaxy S24).. Let me investigate this for you.,2024-03-14T00:02:00,neutral
CHAT00255,INC00045,"Okay, what should I do?",,2024-03-14T00:05:00,neutral
CHAT00256,INC00045,,"Here's what we need to do: File PCA; Verify ""Premium"" plan requirement met.",2024-03-14T00:10:00,neutral
CHAT00257,INC00045,That worked! Thank you!,,2024-03-15T15:04:00,satisfied
CHAT00258,INC00045,,Is there anything else I can help you with today?,2024-03-15T15:09:00,positive
CHAT00259,INC00046,"Hello, I need help. My device is experiencing Missing $200 Switcher Rebate (Gift Card).",,2024-03-12T00:00:00,neutral
CHAT00260,INC00046,,I'm sorry to hear you're having this issue. I'll assist you in resolving Missing $200 Switcher Rebate (Gift Card)..,2024-03-12T00:02:00,neutral
CHAT00261,INC00046,"Okay, what should I do?",,2024-03-12T00:05:00,neutral
CHAT00262,INC00046,,"Here's what we need to do: Check ""Digital Reward Center""; Resubmit receipt image.",2024-03-12T00:10:00,neutral
CHAT00263,INC00046,"Perfect, issue resolved.",,2024-03-13T12:35:00,satisfied
CHAT00264,INC00046,,Your issue has been resolved. Please let me know if you need further assistance.,2024-03-13T12:40:00,positive
CHAT00265,INC00047,"Hello, I need help. My device is experiencing ""Legacy Plan Adjustment"" ($4/mo).",,2024-10-14T00:00:00,frustrated
CHAT00266,INC00047,,"Thank you for contacting Verizon support. I understand you're experiencing ""Legacy Plan Adjustment"" ($4/mo).. Let me help you resolve this.",2024-10-14T00:02:00,neutral
CHAT00267,INC00047,"Okay, what should I do?",,2024-10-14T00:05:00,neutral
CHAT00268,INC00047,,"Based on the diagnostics, I recommend: Change plan to ""Unlimited Welcome"" or ""Plus"".",2024-10-14T00:10:00,neutral
CHAT00269,INC00047,,I'm glad we could resolve this for you. Have a great day!,2024-10-14T20:23:00,positive
CHAT00270,INC00048,"Can you help me? ""Economic Adjustment Charge"" ($2.98). on my device",,2024-10-26T00:00:00,neutral
CHAT00271,INC00048,,"Thank you for reaching out. I see you're experiencing ""Economic Adjustment Charge"" ($2.98).. Let me investigate this for you.",2024-10-26T00:02:00,neutral
CHAT00272,INC00048,"Okay, what should I do?",,2024-10-26T00:05:00,neutral
CHAT00273,INC00048,,Here's what we need to do: Mandatory fee on Business accounts; cannot remove.,2024-10-26T00:10:00,neutral
CHAT00274,INC00048,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-10-28T13:29:00,positive
CHAT00275,INC00049,My device has been having problems. $10 Autopay Discount Removed.,,2024-10-25T00:00:00,neutral
CHAT00276,INC00049,,Thank you for reaching out. I see you're experiencing $10 Autopay Discount Removed.. Let me investigate this for you.,2024-10-25T00:02:00,neutral
CHAT00277,INC00049,"Okay, what should I do?",,2024-10-25T00:05:00,neutral
CHAT00278,INC00049,,Let's try the following steps: Re-add Debit Card or VZ Visa (Credit Cards ineligible).,2024-10-25T00:10:00,neutral
CHAT00279,INC00049,"Great, everything is working now.",,2024-10-27T09:26:00,satisfied
CHAT00280,INC00049,,Your issue has been resolved. Please let me know if you need further assistance.,2024-10-27T09:31:00,positive
CHAT00281,INC00050,I'm experiencing issues with my service. Nurse/Teacher Discount Dropped.,,2024-07-04T00:00:00,frustrated
CHAT00282,INC00050,,Thank you for contacting Verizon support. I understand you're experiencing Nurse/Teacher Discount Dropped.. Let me help you resolve this.,2024-07-04T00:02:00,neutral
CHAT00283,INC00050,"Okay, what should I do?",,2024-07-04T00:05:00,neutral
CHAT00284,INC00050,,"Based on the diagnostics, I recommend: Re-verify via ID.me or SheerID portal; waits 1-2 cycles.",2024-07-04T00:10:00,neutral
CHAT00285,INC00050,"Great, everything is working now.",,2024-07-04T09:24:00,satisfied
CHAT00286,INC00050,,Your issue has been resolved. Please let me know if you need further assistance.,2024-07-04T09:29:00,positive
CHAT00287,INC00051,"Hi, I'm having an issue with my device. Mobile + Home Level 3 ($10) Missing.",,2024-03-11T00:00:00,neutral
CHAT00288,INC00051,,Thank you for contacting Verizon support. I understand you're experiencing Mobile + Home Level 3 ($10) Missing.. Let me help you resolve this.,2024-03-11T00:02:00,neutral
CHAT00289,INC00051,"Okay, what should I do?",,2024-03-11T00:05:00,neutral
CHAT00290,INC00051,,"Based on the diagnostics, I recommend: Ensure both accounts have same ""Last Name"" and ""Billing Address"".",2024-03-11T00:10:00,neutral
CHAT00291,INC00051,"Great, everything is working now.",,2024-03-14T00:29:00,satisfied
CHAT00292,INC00051,,I'm glad we could resolve this for you. Have a great day!,2024-03-14T00:34:00,positive
CHAT00293,INC00052,"Hi, I'm having an issue with my device. ""Data Usage"" Meter shows 0 GB.",,2024-09-09T00:00:00,neutral
CHAT00294,INC00052,,"Thank you for reaching out. I see you're experiencing ""Data Usage"" Meter shows 0 GB.. Let me investigate this for you.",2024-09-09T00:02:00,neutral
CHAT00295,INC00052,"Okay, what should I do?",,2024-09-09T00:05:00,neutral
CHAT00296,INC00052,,Here's what we need to do: App Glitch; check usage via #DATA (#3282) dialer code.,2024-09-09T00:10:00,neutral
CHAT00297,INC00052,"Great, everything is working now.",,2024-09-09T15:19:00,satisfied
CHAT00298,INC00052,,I'm glad we could resolve this for you. Have a great day!,2024-09-09T15:24:00,positive
CHAT00299,INC00053,"I'm experiencing issues with my service. ""Subscription Expired"" error.",,2024-01-25T00:00:00,neutral
CHAT00300,INC00053,,"Thank you for contacting Verizon support. I understand you're experiencing ""Subscription Expired"" error.. Let me help you resolve this.",2024-01-25T00:02:00,neutral
CHAT00301,INC00053,"Okay, what should I do?",,2024-01-25T00:05:00,neutral
CHAT00302,INC00053,,"Let's try the following steps: Activate via ""Services & Perks"" in App; Re-login Disney+.",2024-01-25T00:10:00,neutral
CHAT00303,INC00053,"Great, everything is working now.",,2024-01-25T17:53:00,satisfied
CHAT00304,INC00053,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-01-25T17:58:00,positive
CHAT00305,INC00054,"Hi, I'm having an issue with my device. ""Contact Carrier"" error on launch.",,2024-03-19T00:00:00,neutral
CHAT00306,INC00054,,"Thank you for contacting Verizon support. I understand you're experiencing ""Contact Carrier"" error on launch.. Let me help you resolve this.",2024-03-19T00:02:00,neutral
CHAT00307,INC00054,"Okay, what should I do?",,2024-03-19T00:05:00,neutral
CHAT00308,INC00054,,"Based on the diagnostics, I recommend: Toggle ""Apple Music"" OFF/ON in ""Add-ons""; Re-link Apple ID.",2024-03-19T00:10:00,neutral
CHAT00309,INC00054,That worked! Thank you!,,2024-03-22T16:35:00,satisfied
CHAT00310,INC00054,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-03-22T16:40:00,positive
CHAT00311,INC00055,Can you help me? Charged for Non-Returned Device (Sent). on my device,,2024-03-22T00:00:00,neutral
CHAT00312,INC00055,,Thank you for contacting Verizon support. I understand you're experiencing Charged for Non-Returned Device (Sent).. Let me help you resolve this.,2024-03-22T00:02:00,neutral
CHAT00313,INC00055,"Okay, what should I do?",,2024-03-22T00:05:00,neutral
CHAT00314,INC00055,,"Based on the diagnostics, I recommend: Provide UPS Drop-off Receipt; Open ""Warehouse Research"" tkt.",2024-03-22T00:10:00,neutral
CHAT00315,INC00055,Thanks for your help!,,2024-03-25T23:49:00,satisfied
CHAT00316,INC00055,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-03-25T23:54:00,positive
CHAT00317,INC00056,"Hello, I need help. My device is experiencing Double Activation Fee ($70).",,2024-08-04T00:00:00,neutral
CHAT00318,INC00056,,Thank you for reaching out. I see you're experiencing Double Activation Fee ($70).. Let me investigate this for you.,2024-08-04T00:02:00,neutral
CHAT00319,INC00056,"Okay, what should I do?",,2024-08-04T00:05:00,neutral
CHAT00320,INC00056,,"I've identified the issue. The solution is: Credit Request; explain ""System Error"" during online checkout.",2024-08-04T00:10:00,neutral
CHAT00321,INC00056,Thanks for your help!,,2024-08-07T12:20:00,satisfied
CHAT00322,INC00056,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-08-07T12:25:00,positive
CHAT00323,INC00057,"I'm experiencing issues with my service. ""Pending Order"" prevents upgrade.",,2024-02-02T00:00:00,neutral
CHAT00324,INC00057,,"I can help you with that. Let's troubleshoot ""Pending Order"" prevents upgrade. together.",2024-02-02T00:02:00,neutral
CHAT00325,INC00057,"Okay, what should I do?",,2024-02-02T00:05:00,neutral
CHAT00326,INC00057,,"Here's what we need to do: Call Sales Support to ""Kill"" the ghost order in OMNI system.",2024-02-02T00:10:00,neutral
CHAT00327,INC00057,"Perfect, issue resolved.",,2024-02-04T07:27:00,satisfied
CHAT00328,INC00057,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-02-04T07:32:00,positive
CHAT00329,INC00058,"I'm experiencing issues with my service. ""In-Store Pickup"" cancelled by system.",,2024-07-14T00:00:00,neutral
CHAT00330,INC00058,,"Thank you for reaching out. I see you're experiencing ""In-Store Pickup"" cancelled by system.. Let me investigate this for you.",2024-07-14T00:02:00,neutral
CHAT00331,INC00058,"Okay, what should I do?",,2024-07-14T00:05:00,neutral
CHAT00332,INC00058,,Here's what we need to do: Inventory mismatch; Order must be re-placed for shipping.,2024-07-14T00:10:00,neutral
CHAT00333,INC00058,Thanks for your help!,,2024-07-17T12:16:00,satisfied
CHAT00334,INC00058,,Is there anything else I can help you with today?,2024-07-17T12:21:00,positive
CHAT00335,INC00059,"I'm experiencing issues with my service. Bot loops ""I don't understand"".",,2024-08-27T00:00:00,frustrated
CHAT00336,INC00059,,"Thank you for contacting Verizon support. I understand you're experiencing Bot loops ""I don't understand"".. Let me help you resolve this.",2024-08-27T00:02:00,neutral
CHAT00337,INC00059,"Okay, what should I do?",,2024-08-27T00:05:00,neutral
CHAT00338,INC00059,,"Here's what we need to do: Type ""Agent"" 3 times; Select ""Tech Support"" not ""Billing"".",2024-08-27T00:10:00,neutral
CHAT00339,INC00059,,Is there anything else I can help you with today?,2024-08-27T20:03:00,positive
CHAT00340,INC00060,"I'm experiencing issues with my service. ""Wait time 5 min"" -> 1 hour hold.",,2024-10-10T00:00:00,neutral
CHAT00341,INC00060,,"Thank you for contacting Verizon support. I understand you're experiencing ""Wait time 5 min"" -> 1 hour hold.. Let me help you resolve this.",2024-10-10T00:02:00,neutral
CHAT00342,INC00060,"Okay, what should I do?",,2024-10-10T00:05:00,neutral
CHAT00343,INC00060,,"I've identified the issue. The solution is: Schedule ""Call Back"" via App; Call 8 AM EST sharp.",2024-10-10T00:10:00,neutral
CHAT00344,INC00060,"Perfect, issue resolved.",,2024-10-10T04:29:00,satisfied
CHAT00345,INC00060,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-10-10T04:34:00,positive
CHAT00346,INC00061,Can you help me? Rep refused return (Franchise Store). on my device,,2024-02-28T00:00:00,neutral
CHAT00347,INC00061,,Thank you for reaching out. I see you're experiencing Rep refused return (Franchise Store).. Let me investigate this for you.,2024-02-28T00:02:00,neutral
CHAT00348,INC00061,"Okay, what should I do?",,2024-02-28T00:05:00,neutral
CHAT00349,INC00061,,"I've identified the issue. The solution is: Verify if ""Authorized Retailer"" (Victra/TCC); Go to Corp Store.",2024-02-28T00:10:00,neutral
CHAT00350,INC00061,"Perfect, issue resolved.",,2024-03-02T04:13:00,satisfied
CHAT00351,INC00061,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-03-02T04:18:00,positive
CHAT00352,INC00062,Can you help me? App crashes on iOS 18 Beta. on my device,,2024-05-16T00:00:00,neutral
CHAT00353,INC00062,,I'm sorry to hear you're having this issue. I'll assist you in resolving App crashes on iOS 18 Beta..,2024-05-16T00:02:00,neutral
CHAT00354,INC00062,"Okay, what should I do?",,2024-05-16T00:05:00,neutral
CHAT00355,INC00062,,Here's what we need to do: Wait for App Store update; Use Mobile Web (https://www.google.com/search?q=m.verizon.com).,2024-05-16T00:10:00,neutral
CHAT00356,INC00062,Thanks for your help!,,2024-05-19T18:25:00,satisfied
CHAT00357,INC00062,,Is there anything else I can help you with today?,2024-05-19T18:30:00,positive
CHAT00358,INC00063,"Hi, I'm having an issue with my iPhone 15 Pro. eSIM ""Unable to Activate"".",,2024-06-23T00:00:00,neutral
CHAT00359,INC00063,,"I'm sorry to hear you're having this issue. I'll assist you in resolving eSIM ""Unable to Activate""..",2024-06-23T00:02:00,neutral
CHAT00360,INC00063,"Okay, what should I do?",,2024-06-23T00:05:00,neutral
CHAT00361,INC00063,,"Based on the diagnostics, I recommend: Connect to Wi-Fi; Scan QR code provided by Chat Support.",2024-06-23T00:10:00,neutral
CHAT00362,INC00063,That worked! Thank you!,,2024-06-23T18:08:00,satisfied
CHAT00363,INC00063,,I'm glad we could resolve this for you. Have a great day!,2024-06-23T18:13:00,positive
CHAT00364,INC00064,"Hi, I'm having an issue with my device. ""Not Registered on Network"".",,2024-05-30T00:00:00,neutral
CHAT00365,INC00064,,"I'm sorry to hear you're having this issue. I'll assist you in resolving ""Not Registered on Network""..",2024-05-30T00:02:00,neutral
CHAT00366,INC00064,"Okay, what should I do?",,2024-05-30T00:05:00,neutral
CHAT00367,INC00064,,Let's try the following steps: Remove SIM; Clean contacts; Re-insert; Reset Network Settings.,2024-05-30T00:10:00,neutral
CHAT00368,INC00064,That worked! Thank you!,,2024-06-01T14:16:00,satisfied
CHAT00369,INC00064,,Your issue has been resolved. Please let me know if you need further assistance.,2024-06-01T14:21:00,positive
CHAT00370,INC00065,I'm experiencing issues with my service. Dropped calls in elevator.,,2024-03-21T00:00:00,frustrated
CHAT00371,INC00065,,I can help you with that. Let's troubleshoot Dropped calls in elevator. together.,2024-03-21T00:02:00,neutral
CHAT00372,INC00065,"Okay, what should I do?",,2024-03-21T00:05:00,neutral
CHAT00373,INC00065,,Here's what we need to do: Normal physics (Faraday cage); Use Wi-Fi Calling.,2024-03-21T00:10:00,neutral
CHAT00374,INC00065,Thanks for your help!,,2024-03-21T17:24:00,satisfied
CHAT00375,INC00065,,I'm glad we could resolve this for you. Have a great day!,2024-03-21T17:29:00,positive
CHAT00376,INC00066,"Hello, I need help. My iPhone 14 Plus is experiencing CarPlay disconnects near 5G towers.",,2024-05-14T00:00:00,neutral
CHAT00377,INC00066,,Thank you for reaching out. I see you're experiencing CarPlay disconnects near 5G towers.. Let me investigate this for you.,2024-05-14T00:02:00,neutral
CHAT00378,INC00066,"Okay, what should I do?",,2024-05-14T00:05:00,neutral
CHAT00379,INC00066,,"Based on the diagnostics, I recommend: Use wired CarPlay (High quality cable); Disable Wi-Fi on phone.",2024-05-14T00:10:00,neutral
CHAT00380,INC00066,"Perfect, issue resolved.",,2024-05-16T23:15:00,satisfied
CHAT00381,INC00066,,Is there anything else I can help you with today?,2024-05-16T23:20:00,positive
CHAT00382,INC00067,My device has been having problems. Cannot enable Hotspot (Authentication).,,2024-04-01T00:00:00,neutral
CHAT00383,INC00067,,Thank you for reaching out. I see you're experiencing Cannot enable Hotspot (Authentication).. Let me investigate this for you.,2024-04-01T00:02:00,neutral
CHAT00384,INC00067,"Okay, what should I do?",,2024-04-01T00:05:00,neutral
CHAT00385,INC00067,,Here's what we need to do: Check Plan features (Starter Unlimited has no hotspot).,2024-04-01T00:10:00,neutral
CHAT00386,INC00067,"Great, everything is working now.",,2024-04-04T00:13:00,satisfied
CHAT00387,INC00067,,Is there anything else I can help you with today?,2024-04-04T00:18:00,positive
CHAT00388,INC00068,My device has been having problems. Battery swelling.,,2024-02-24T00:00:00,neutral
CHAT00389,INC00068,,I can help you with that. Let's troubleshoot Battery swelling. together.,2024-02-24T00:02:00,neutral
CHAT00390,INC00068,"Okay, what should I do?",,2024-02-24T00:05:00,neutral
CHAT00391,INC00068,,I've identified the issue. The solution is: Remove battery immediately; Run on USB power if supported.,2024-02-24T00:10:00,neutral
CHAT00392,INC00068,Thanks for your help!,,2024-02-27T16:17:00,satisfied
CHAT00393,INC00068,,I'm glad we could resolve this for you. Have a great day!,2024-02-27T16:22:00,positive
CHAT00394,INC00069,"My device has been having problems. ""Plan not active"" after payment.",,2024-06-01T00:00:00,neutral
CHAT00395,INC00069,,"I can help you with that. Let's troubleshoot ""Plan not active"" after payment. together.",2024-06-01T00:02:00,neutral
CHAT00396,INC00069,"Okay, what should I do?",,2024-06-01T00:05:00,neutral
CHAT00397,INC00069,,"I've identified the issue. The solution is: Power cycle iPad; ""Reprovision Data"" via carrier settings.",2024-06-01T00:10:00,neutral
CHAT00398,INC00069,"Great, everything is working now.",,2024-06-04T18:09:00,satisfied
CHAT00399,INC00069,,Your issue has been resolved. Please let me know if you need further assistance.,2024-06-04T18:14:00,positive
CHAT00400,INC00070,"Hello, I need help. My device is experiencing Charged $10/day while on Airplane Mode.",,2024-09-16T00:00:00,neutral
CHAT00401,INC00070,,Thank you for reaching out. I see you're experiencing Charged $10/day while on Airplane Mode.. Let me investigate this for you.,2024-09-16T00:02:00,neutral
CHAT00402,INC00070,"Okay, what should I do?",,2024-09-16T00:05:00,neutral
CHAT00403,INC00070,,"Based on the diagnostics, I recommend: Disable ""Roaming"" before flight; ""Wi-Fi Calling"" triggers fee.",2024-09-16T00:10:00,neutral
CHAT00404,INC00070,Thanks for your help!,,2024-09-19T14:03:00,satisfied
CHAT00405,INC00070,,Is there anything else I can help you with today?,2024-09-19T14:08:00,positive
CHAT00406,INC00071,My device has been having problems. 5GHz Band disappearing.,,2024-04-11T00:00:00,neutral
CHAT00407,INC00071,,Thank you for reaching out. I see you're experiencing 5GHz Band disappearing.. Let me investigate this for you.,2024-04-11T00:02:00,neutral
CHAT00408,INC00071,"Okay, what should I do?",,2024-04-11T00:05:00,neutral
CHAT00409,INC00071,,"I've identified the issue. The solution is: Disable ""DFS Channels"" in Advanced Wireless Settings.",2024-04-11T00:10:00,neutral
CHAT00410,INC00071,"Perfect, issue resolved.",,2024-04-11T23:47:00,satisfied
CHAT00411,INC00071,,I'm glad we could resolve this for you. Have a great day!,2024-04-11T23:52:00,positive
CHAT00412,INC00072,"Hi, I'm having an issue with my device. Solid Yellow Light (Too far).",,2024-07-10T00:00:00,neutral
CHAT00413,INC00072,,I'm sorry to hear you're having this issue. I'll assist you in resolving Solid Yellow Light (Too far)..,2024-07-10T00:02:00,neutral
CHAT00414,INC00072,"Okay, what should I do?",,2024-07-10T00:05:00,neutral
CHAT00415,INC00072,,Here's what we need to do: Move Extender closer to Router (White light = Good).,2024-07-10T00:10:00,neutral
CHAT00416,INC00072,Thanks for your help!,,2024-07-11T00:58:00,satisfied
CHAT00417,INC00072,,Is there anything else I can help you with today?,2024-07-11T01:03:00,positive
CHAT00418,INC00073,"Can you help me? ""To Be Announced"" on all channels. on my device",,2024-10-03T00:00:00,neutral
CHAT00419,INC00073,,"Thank you for reaching out. I see you're experiencing ""To Be Announced"" on all channels.. Let me investigate this for you.",2024-10-03T00:02:00,neutral
CHAT00420,INC00073,"Okay, what should I do?",,2024-10-03T00:05:00,neutral
CHAT00421,INC00073,,Let's try the following steps: Troubleshoot > Fix Fios TV > Reload Guide Data.,2024-10-03T00:10:00,neutral
CHAT00422,INC00073,Thanks for your help!,,2024-10-06T03:19:00,satisfied
CHAT00423,INC00073,,Your issue has been resolved. Please let me know if you need further assistance.,2024-10-06T03:24:00,positive
CHAT00424,INC00074,"Hi, I'm having an issue with my device. ""Error VMS_1067"" (Stream limit).",,2024-01-01T00:00:00,neutral
CHAT00425,INC00074,,"Thank you for reaching out. I see you're experiencing ""Error VMS_1067"" (Stream limit).. Let me investigate this for you.",2024-01-01T00:02:00,neutral
CHAT00426,INC00074,"Okay, what should I do?",,2024-01-01T00:05:00,neutral
CHAT00427,INC00074,,Here's what we need to do: Stop playback on other STBs; Reboot Main VMS Server box.,2024-01-01T00:10:00,neutral
CHAT00428,INC00074,Thanks for your help!,,2024-01-04T12:41:00,satisfied
CHAT00429,INC00074,,Is there anything else I can help you with today?,2024-01-04T12:46:00,positive
CHAT00430,INC00075,My device has been having problems. Tech didn't install Ethernet in walls.,,2024-06-14T00:00:00,neutral
CHAT00431,INC00075,,Thank you for reaching out. I see you're experiencing Tech didn't install Ethernet in walls.. Let me investigate this for you.,2024-06-14T00:02:00,neutral
CHAT00432,INC00075,"Okay, what should I do?",,2024-06-14T00:05:00,neutral
CHAT00433,INC00075,,Here's what we need to do: Not standard scope; Techs only drill exterior->interior.,2024-06-14T00:10:00,neutral
CHAT00434,INC00075,Thanks for your help!,,2024-06-16T21:37:00,satisfied
CHAT00435,INC00075,,Is there anything else I can help you with today?,2024-06-16T21:42:00,positive
CHAT00436,INC00076,Can you help me? Wi-Fi slow on 2nd Floor. on my device,,2024-01-10T00:00:00,frustrated
CHAT00437,INC00076,,Thank you for contacting Verizon support. I understand you're experiencing Wi-Fi slow on 2nd Floor.. Let me help you resolve this.,2024-01-10T00:02:00,neutral
CHAT00438,INC00076,"Okay, what should I do?",,2024-01-10T00:05:00,neutral
CHAT00439,INC00076,,"Based on the diagnostics, I recommend: Add Fios Extender (hardwired via Coax/MoCA preferred).",2024-01-10T00:10:00,neutral
CHAT00440,INC00076,"Great, everything is working now.",,2024-01-10T11:33:00,satisfied
CHAT00441,INC00076,,Your issue has been resolved. Please let me know if you need further assistance.,2024-01-10T11:38:00,positive
CHAT00442,INC00077,"Hi, I'm having an issue with my device. ""McAfee Home"" blocking work VPN.",,2024-06-06T00:00:00,neutral
CHAT00443,INC00077,,"Thank you for reaching out. I see you're experiencing ""McAfee Home"" blocking work VPN.. Let me investigate this for you.",2024-06-06T00:02:00,neutral
CHAT00444,INC00077,"Okay, what should I do?",,2024-06-06T00:05:00,neutral
CHAT00445,INC00077,,"Let's try the following steps: Disable ""Home Network Protection"" in My Fios App.",2024-06-06T00:10:00,neutral
CHAT00446,INC00077,That worked! Thank you!,,2024-06-07T11:36:00,satisfied
CHAT00447,INC00077,,I'm glad we could resolve this for you. Have a great day!,2024-06-07T11:41:00,positive
CHAT00448,INC00078,"Hello, I need help. My device is experiencing ""Weak Signal"" (1 Bar).",,2024-01-30T00:00:00,neutral
CHAT00449,INC00078,,"I can help you with that. Let's troubleshoot ""Weak Signal"" (1 Bar). together.",2024-01-30T00:02:00,neutral
CHAT00450,INC00078,"Okay, what should I do?",,2024-01-30T00:05:00,neutral
CHAT00451,INC00078,,"Let's try the following steps: Move to higher floor; Check ""Compass"" tool in VZ App.",2024-01-30T00:10:00,neutral
CHAT00452,INC00078,,Is there anything else I can help you with today?,2024-01-31T11:53:00,positive
CHAT00453,INC00079,My device has been having problems. SIP ALG blocking VoIP phones.,,2024-10-17T00:00:00,neutral
CHAT00454,INC00079,,I can help you with that. Let's troubleshoot SIP ALG blocking VoIP phones. together.,2024-10-17T00:02:00,neutral
CHAT00455,INC00079,"Okay, what should I do?",,2024-10-17T00:05:00,neutral
CHAT00456,INC00079,,"Here's what we need to do: Disable ""SIP ALG"" in Router Firewall settings.",2024-10-17T00:10:00,neutral
CHAT00457,INC00079,"Perfect, issue resolved.",,2024-10-17T13:40:00,satisfied
CHAT00458,INC00079,,I'm glad we could resolve this for you. Have a great day!,2024-10-17T13:45:00,positive
CHAT00459,INC00080,Can you help me? Value dropped from $800 to $0 (Damaged). on my device,,2024-02-13T00:00:00,frustrated
CHAT00460,INC00080,,I'm sorry to hear you're having this issue. I'll assist you in resolving Value dropped from $800 to $0 (Damaged)..,2024-02-13T00:02:00,neutral
CHAT00461,INC00080,"Okay, what should I do?",,2024-02-13T00:05:00,neutral
CHAT00462,INC00080,,"Based on the diagnostics, I recommend: Dispute condition; Request photos of damage from warehouse.",2024-02-13T00:10:00,neutral
CHAT00463,INC00080,,I'm glad we could resolve this for you. Have a great day!,2024-02-13T18:35:00,positive
CHAT00464,INC00081,"Can you help me? ""Early Upgrade"" requires device return. on my device",,2024-09-29T00:00:00,neutral
CHAT00465,INC00081,,"I'm sorry to hear you're having this issue. I'll assist you in resolving ""Early Upgrade"" requires device return..",2024-09-29T00:02:00,neutral
CHAT00466,INC00081,"Okay, what should I do?",,2024-09-29T00:05:00,neutral
CHAT00467,INC00081,,I've identified the issue. The solution is: Mail back old device within 14 days or pay full balance.,2024-09-29T00:10:00,neutral
CHAT00468,INC00081,"Perfect, issue resolved.",,2024-09-29T20:05:00,satisfied
CHAT00469,INC00081,,Your issue has been resolved. Please let me know if you need further assistance.,2024-09-29T20:10:00,positive
CHAT00470,INC00082,I'm experiencing issues with my service. BOGO Credit stopped after plan change.,,2024-03-06T00:00:00,frustrated
CHAT00471,INC00082,,I can help you with that. Let's troubleshoot BOGO Credit stopped after plan change. together.,2024-03-06T00:02:00,neutral
CHAT00472,INC00082,"Okay, what should I do?",,2024-03-06T00:05:00,neutral
CHAT00473,INC00082,,"I've identified the issue. The solution is: Switch back to eligible ""Premium"" plan; Request SOC re-add.",2024-03-06T00:10:00,neutral
CHAT00474,INC00082,,Is there anything else I can help you with today?,2024-03-06T18:13:00,positive
CHAT00475,INC00083,"I'm experiencing issues with my service. Charged for ""Verizon Mobile Protect"".",,2024-03-25T00:00:00,neutral
CHAT00476,INC00083,,"I can help you with that. Let's troubleshoot Charged for ""Verizon Mobile Protect"". together.",2024-03-25T00:02:00,neutral
CHAT00477,INC00083,"Okay, what should I do?",,2024-03-25T00:05:00,neutral
CHAT00478,INC00083,,"Based on the diagnostics, I recommend: Remove via App > Add-ons; Pro-rated refund next bill.",2024-03-25T00:10:00,neutral
CHAT00479,INC00083,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-03-26T15:11:00,positive
CHAT00480,INC00084,"Can you help me? Charged for ""VZ Cloud 600GB"". on my device",,2024-09-27T00:00:00,neutral
CHAT00481,INC00084,,"I can help you with that. Let's troubleshoot Charged for ""VZ Cloud 600GB"". together.",2024-09-27T00:02:00,neutral
CHAT00482,INC00084,"Okay, what should I do?",,2024-09-27T00:05:00,neutral
CHAT00483,INC00084,,I've identified the issue. The solution is: Remove via App; Download data before deletion (30 days).,2024-09-27T00:10:00,neutral
CHAT00484,INC00084,Thanks for your help!,,2024-09-30T13:44:00,satisfied
CHAT00485,INC00084,,The problem should be fixed now. Feel free to reach out if you have any other questions.,2024-09-30T13:49:00,positive
CHAT00486,INC00085,"Hello, I need help. My device is experiencing System called back and hung up.",,2024-08-04T00:00:00,neutral
CHAT00487,INC00085,,Thank you for reaching out. I see you're experiencing System called back and hung up.. Let me investigate this for you.,2024-08-04T00:02:00,neutral
